pdb_filename,rmsd_init,score_init,rmsd_relax,score_relax
minimized_fast_CST_2_5isv_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.164676
minimized_fast_CST_3_4pv6_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.837665
minimized_fast_CST_2_2x7b_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.0086669565217394
minimized_fast_CST_1_5icv_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.799239444444444
minimized_fast_CST_3_5k18_B_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.9054905263157895
minimized_fast_CST_3_4kvm_E_m10_a23.75_s1_2_23.75_SC.pdb,,,,-1.8172085
minimized_fast_CST_4_3tfy_C_m10_a30.00_s1_2_30.00_SC.pdb,,,,-3.1152842857142864
minimized_fast_CST_2_5k18_B_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.995288918918919
minimized_fast_CST_2_2cns_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.02341
minimized_fast_CST_4_5icv_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.7518263157894736
minimized_fast_CST_4_5wjd_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.6047059999999997
minimized_fast_CST_2_2x7b_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.6570036363636365
minimized_fast_CST_1_4kvm_E_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.2530227272727275
minimized_fast_CST_4_5k18_B_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.0467126315789477
minimized_fast_CST_4_4kvm_E_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.1713305000000003
minimized_fast_CST_1_4u9v_B_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.7106220370370377
minimized_fast_CST_5_4pv6_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.902711739130435
minimized_fast_CST_4_3tfy_C_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.8768093749999997
minimized_fast_CST_1_5icv_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-3.0182438888888887
minimized_fast_CST_2_4pv6_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.8450295652173914
minimized_fast_CST_2_5icv_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.9715138888888886
minimized_fast_CST_2_5hh0_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.992000588235294
minimized_fast_CST_4_5wjd_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.5681414583333333
minimized_fast_CST_3_5isv_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.047928888888889
minimized_fast_CST_5_2x7b_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.6605134782608695
minimized_fast_CST_5_2x7b_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-3.219780909090909
minimized_fast_CST_2_5k18_B_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.1086278947368426
minimized_fast_CST_2_4kvm_E_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.218175714285714
minimized_fast_CST_5_5k18_B_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.7628271794871795
minimized_fast_CST_4_4u9v_B_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.6472777358490567
minimized_fast_CST_3_2cns_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.0790347058823535
minimized_fast_CST_5_5icv_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.8240061111111108
minimized_fast_CST_5_5wjd_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.719138913043478
minimized_fast_CST_5_5hh0_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.953557894736842
minimized_fast_CST_3_5hh0_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.9896563157894733
minimized_fast_CST_3_2cns_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.390938125
minimized_fast_CST_4_5icv_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.0151884210526316
minimized_fast_CST_4_4pv6_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.1529360869565215
minimized_fast_CST_4_5hh0_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.8331638888888886
minimized_fast_CST_1_2x7b_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.041793913043478
minimized_fast_CST_1_3tfy_C_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.4592470588235296
minimized_fast_CST_2_5icv_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.8869622222222215
minimized_fast_CST_1_2x7b_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.5765833333333332
minimized_fast_CST_4_5isv_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.0039705
minimized_fast_CST_2_2cns_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.273347222222222
minimized_fast_CST_1_3tfy_C_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.946403571428571
minimized_fast_CST_5_4pv6_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.693502083333333
minimized_fast_CST_2_3tfy_C_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.8583657142857137
minimized_fast_CST_5_5wjd_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.4562527272727275
minimized_fast_CST_3_2cns_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.6395906666666664
minimized_fast_CST_2_4pv6_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.9880504
minimized_fast_CST_5_3tfy_C_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.6905792857142856
minimized_fast_CST_2_4kvm_E_m10_a30.00_s1_2_30.00_SC.pdb,,,,-1.739113157894737
minimized_fast_CST_2_5k18_B_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.999633170731707
minimized_fast_CST_5_2x7b_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.8823932
minimized_fast_CST_2_4kvm_E_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.3690690476190475
minimized_fast_CST_4_5isv_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.1983489473684212
minimized_fast_CST_1_5k18_B_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.1566353846153845
minimized_fast_CST_4_4u9v_B_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.6770662962962963
minimized_fast_CST_1_4kvm_E_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.227904
minimized_fast_CST_1_5icv_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.468477222222223
minimized_fast_CST_2_5k18_B_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.745418536585366
minimized_fast_CST_1_5wjd_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.5133484444444445
minimized_fast_CST_1_5icv_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.0314955555555554
minimized_fast_CST_4_4u9v_B_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.69241358490566
minimized_fast_CST_1_5hh0_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.098965294117647
minimized_fast_CST_2_5icv_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-3.165921176470588
minimized_fast_CST_1_4u9v_B_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.729147777777778
minimized_fast_CST_1_3tfy_C_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.7836046666666663
minimized_fast_CST_5_2x7b_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.560375
minimized_fast_CST_2_5isv_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.1215494444444447
minimized_fast_CST_1_5k18_B_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.0849210526315787
minimized_fast_CST_4_4u9v_B_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.704559629629629
minimized_fast_CST_1_4kvm_E_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.19651
minimized_fast_CST_5_5hh0_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-3.044836470588235
minimized_fast_CST_4_5isv_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.0122515789473683
minimized_fast_CST_4_2cns_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.218898235294118
minimized_fast_CST_3_4u9v_B_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.4729023529411767
minimized_fast_CST_4_5isv_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.909274736842105
minimized_fast_CST_5_4pv6_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.0788904545454545
minimized_fast_CST_2_3tfy_C_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.9516312499999997
minimized_fast_CST_2_2x7b_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.679678695652174
minimized_fast_CST_3_2x7b_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.9751834782608695
minimized_fast_CST_2_5hh0_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.921269444444444
minimized_fast_CST_1_3tfy_C_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.8131742857142856
minimized_fast_CST_2_5icv_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.044131052631579
minimized_fast_CST_4_5isv_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.247371111111111
minimized_fast_CST_5_4pv6_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.7471499999999995
minimized_fast_CST_5_5k18_B_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.8814676315789476
minimized_fast_CST_2_3tfy_C_m10_a30.00_s1_2_30.00_SC.pdb,,,,-3.1528821428571425
minimized_fast_CST_5_4kvm_E_m10_a23.75_s1_2_23.75_SC.pdb,,,,-1.8839290476190478
minimized_fast_CST_5_5wjd_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.6217614583333333
minimized_fast_CST_5_5hh0_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.116870555555556
minimized_fast_CST_1_2cns_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.194641176470588
minimized_fast_CST_1_5hh0_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.1953459999999994
minimized_fast_CST_3_2cns_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.3363
minimized_fast_CST_5_3tfy_C_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.804565333333334
minimized_fast_CST_2_5k18_B_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.142776315789474
minimized_fast_CST_2_4kvm_E_m10_a11.25_s1_2_11.25_SC.pdb,,,,-1.9893428571428575
minimized_fast_CST_3_2x7b_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.767146086956522
minimized_fast_CST_1_4pv6_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.0090516666666667
minimized_fast_CST_3_5k18_B_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.849042432432432
minimized_fast_CST_1_4kvm_E_m10_a30.00_s1_2_30.00_SC.pdb,,,,-1.7606915789473683
minimized_fast_CST_1_5k18_B_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.902804878048781
minimized_fast_CST_4_4pv6_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.860162916666667
minimized_fast_CST_4_2cns_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.403569333333333
minimized_fast_CST_2_5icv_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.805141111111111
minimized_fast_CST_2_5wjd_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.5601822222222226
minimized_fast_CST_3_5wjd_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.6484840000000003
minimized_fast_CST_4_2cns_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.336129375
minimized_fast_CST_1_5hh0_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.977685882352941
minimized_fast_CST_5_4kvm_E_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.4403676190476182
minimized_fast_CST_2_5icv_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.880778235294118
minimized_fast_CST_2_5hh0_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.860083888888889
minimized_fast_CST_2_5wjd_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.545786808510638
minimized_fast_CST_3_5isv_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.283265263157895
minimized_fast_CST_1_4pv6_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.748573043478261
minimized_fast_CST_5_2x7b_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.8837408695652176
minimized_fast_CST_1_4pv6_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.9026932
minimized_fast_CST_5_5icv_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.9319405555555558
minimized_fast_CST_5_5hh0_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.0613688235294116
minimized_fast_CST_1_2x7b_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.7444908333333338
minimized_fast_CST_3_4u9v_B_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.5588692592592595
minimized_fast_CST_4_5isv_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.0320316666666667
minimized_fast_CST_3_3tfy_C_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.974322941176471
minimized_fast_CST_5_4kvm_E_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.553647142857143
minimized_fast_CST_2_2x7b_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.6447291666666666
minimized_fast_CST_5_5k18_B_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.219342368421052
minimized_fast_CST_3_4u9v_B_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.7709321818181816
minimized_fast_CST_5_4pv6_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.1227466666666666
minimized_fast_CST_5_5k18_B_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.9024220000000005
minimized_fast_CST_2_2x7b_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.34545125
minimized_fast_CST_5_4kvm_E_m10_a30.00_s1_2_30.00_SC.pdb,,,,-1.6866205
minimized_fast_CST_2_3tfy_C_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.580324285714286
minimized_fast_CST_2_4u9v_B_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.5704315094339627
minimized_fast_CST_1_2cns_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.174594210526316
minimized_fast_CST_2_4pv6_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.6770719999999995
minimized_fast_CST_5_3tfy_C_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.742787333333333
minimized_fast_CST_1_4pv6_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-3.0534467999999997
minimized_fast_CST_1_4kvm_E_m10_a23.75_s1_2_23.75_SC.pdb,,,,-1.9486763157894733
minimized_fast_CST_1_5k18_B_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.8415163157894736
minimized_fast_CST_1_5hh0_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.199461578947368
minimized_fast_CST_4_2cns_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.9920573333333333
minimized_fast_CST_2_5isv_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.9559394444444447
minimized_fast_CST_1_5wjd_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.6302764583333333
minimized_fast_CST_4_3tfy_C_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.902665
minimized_fast_CST_2_5wjd_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.4621431818181816
minimized_fast_CST_4_4u9v_B_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.572493392857143
minimized_fast_CST_1_5icv_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.6868876470588234
minimized_fast_CST_1_5isv_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.1172561111111112
minimized_fast_CST_1_5hh0_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.847425
minimized_fast_CST_1_5wjd_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.50097170212766
minimized_fast_CST_2_4u9v_B_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.7703512962962966
minimized_fast_CST_2_3tfy_C_m10_a30.00_s1_1_0.00_SC.pdb,,,,-3.81757875
minimized_fast_CST_2_5hh0_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-3.0095205882352936
minimized_fast_CST_2_4pv6_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.879508695652174
minimized_fast_CST_3_5isv_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.992124736842105
minimized_fast_CST_5_2x7b_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.669174583333333
minimized_fast_CST_5_3tfy_C_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.8221658823529414
minimized_fast_CST_4_4u9v_B_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.4648117307692305
minimized_fast_CST_5_5icv_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.796697894736842
minimized_fast_CST_4_5k18_B_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.82370243902439
minimized_fast_CST_4_4kvm_E_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.5634461904761907
minimized_fast_CST_3_4u9v_B_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.624359811320755
minimized_fast_CST_1_2x7b_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.850041304347826
minimized_fast_CST_2_2x7b_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.992139130434783
minimized_fast_CST_1_2x7b_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.3472078260869567
minimized_fast_CST_1_3tfy_C_m10_a23.75_s1_2_23.75_SC.pdb,,,,-3.1462586666666668
minimized_fast_CST_5_4kvm_E_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.0993515
minimized_fast_CST_1_3tfy_C_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.862588947368421
minimized_fast_CST_5_5k18_B_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.1428515789473686
minimized_fast_CST_5_5icv_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-2.820810588235294
minimized_fast_CST_5_5wjd_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.561494444444444
minimized_fast_CST_2_5wjd_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.5702335416666666
minimized_fast_CST_3_2cns_A_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.98672375
minimized_fast_CST_1_5hh0_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.8589989473684208
minimized_fast_CST_1_5icv_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.6418757894736844
minimized_fast_CST_2_4pv6_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.8554096153846156
minimized_fast_CST_3_5isv_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.1828864999999995
minimized_fast_CST_2_4kvm_E_m10_a23.75_s1_2_23.75_SC.pdb,,,,-1.9044290000000004
minimized_fast_CST_5_3tfy_C_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.9671607142857144
minimized_fast_CST_2_5k18_B_m10_a23.75_s1_2_23.75_SC.pdb,,,,-2.912663421052632
minimized_fast_CST_1_4pv6_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.6805408
minimized_fast_CST_2_4pv6_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.1489454166666664
minimized_fast_CST_4_5icv_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-2.9271005263157894
minimized_fast_CST_5_5wjd_A_m10_a30.00_s1_1_0.00_SC.pdb,,,,-2.6427108695652173
minimized_fast_CST_4_2cns_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-3.21194125
minimized_fast_CST_1_5wjd_A_m10_a30.00_s1_2_30.00_SC.pdb,,,,-2.3957361363636362
minimized_fast_CST_5_5hh0_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.0807294736842104
minimized_fast_CST_5_2cns_A_m10_a5.00_s1_2_5.00_SC.pdb,,,,-3.0481394444444447
minimized_fast_CST_2_5hh0_A_m10_a17.50_s1_2_17.50_SC.pdb,,,,-3.014375263157895
minimized_fast_CST_2_5wjd_A_m10_a11.25_s1_2_11.25_SC.pdb,,,,-2.6589908333333336
